inp,output,flag,username,timestamp
C:\Users\Altamish\Desktop\Capstone\Project\training\flagged\inp\2159e9c1877b2dd7b6d71b0a0d88377ddabf890d\tmp46uoyxrd.jpg,C:\Users\Altamish\Desktop\Capstone\Project\training\flagged\output\tmpeiles4za.json,,,2023-09-27 02:46:29.662409
